"HiRes SSC-A","HiRes SSC-H","HiRes SSC-W","Time"
2255.5,2914,50726.3,0.936016
464.1,609,49942.9,0.937049
1574.3,2060,50084.1,0.937049
110.5,269,26920.9,0.937049
2726.1,3312,53942.5,0.939112
2802.8,3613,50839.8,0.940144
2394.6,3158,49693.6,0.941176
392.6,605,42528,0.942208
314.6,539,38251.6,0.94324
148.2,317,30638.6,0.946336
351,560,41077,0.946336
299,416,47104,0.9484
1654.9,2157,50280.7,0.949432
234,409,37494.9,0.950464
1647.1,2045,52784.5,0.950464
1667.9,2197,49753.1,0.952528
124.8,292,28009.9,0.95356
2614.3,3452,49632.3,0.95356
2934.1,3628,53001.4,0.95356
343.2,536,41962.6,0.954592
174.2,323,35344.8,0.954592
1719.9,2193,51397.8,0.954592
483.6,697,45470.9,0.955624
120.9,284,27898.9,0.955624
1602.9,2064,50895.2,0.956656
1618.5,1985,53435.8,0.957688
2619.5,3216,53380.5,0.957688
1654.9,2157,50280.7,0.95872
2424.5,3089,51438,0.960784
130,264,32271.5,0.961816
2343.9,2928,52462.4,0.961816
369.2,517,46800.6,0.962848
544.7,724,49305.9,0.96904
469.3,661,46529.6,0.970072
390,590,43320.4,0.970072
133.9,329,26672.6,0.970072
366.6,646,37191.2,0.972136
404.3,553,47913.6,0.9742
2900.3,3565,53316.7,0.976264
2653.3,3304,52629.1,0.978328
2711.8,3377,52626.7,0.978328
2436.2,3017,52919.7,0.97936
253.5,403,41224.3,0.97936
386.1,568,44548.3,0.980392
1622.4,2129,49941.6,0.980392
172.9,304,37273.6,0.981424
219.7,287,50168.2,0.983488
2545.4,3256,51233.2,0.98452
2566.2,3261,51572.7,0.987616
1744.6,2249,50837.8,0.991744
254.8,401,41642.3,0.993808
2652,3304,52603.4,0.993808
2730,3396,52683.5,0.993808
114.4,269,27871.1,0.99484
2492.1,3259,50114.2,0.995872
327.6,521,41208.4,0.996904
1583.4,2001,51858.9,0.998968
2388.1,2933,53360.6,1
115.7,258,29389.6,1.00103
403,604,43726.8,1.00103
2284.1,2979,50248.7,1.00413
275.6,481,37550.4,1.00619
301.6,477,41437.4,1.00826
2329.6,2953,51700.9,1.00826
137.8,276,32720.5,1.00826
1398.8,1880,48761.6,1.00929
2763.8,3345,54149,1.01238
2702.7,3397,52141.3,1.01238
2453.1,2962,54276.3,1.01342
349.7,526,43570.2,1.01754
