"HiRes SSC-A","HiRes SSC-H","HiRes SSC-W","Time"
271.7,513,34709.8,0.594357
243.1,377,42259.4,0.594357
269.1,380,46409.8,0.595391
4184.7,5379,50985,0.596425
500.5,613,53508.6,0.596425
250.9,292,56311.6,0.598492
3941.6,4987,51798,0.598492
599.3,581,67600.2,0.599526
698.1,930,49194.3,0.600559
4438.2,5665,51343.7,0.601593
4235.4,5324,52135.8,0.601593
3655.6,4681,51180,0.602627
4820.4,6055,52173.4,0.602627
185.9,301,40475.6,0.60366
184.6,263,45999.8,0.60366
3926,4905,52455.5,0.604694
748.8,897,54708.3,0.605728
522.6,829,41313.8,0.606761
2376.4,2972,52402.3,0.607795
136.5,297,30120.1,0.607795
4165.2,5289,51611,0.607795
113.1,267,27760.8,0.608829
127.4,248,33666.5,0.608829
666.9,964,45338.1,0.612963
237.9,365,42715.1,0.612963
559,720,50881.4,0.615031
2527.2,3156,52478.6,0.616064
2723.5,3408,52373,0.617098
4348.5,5492,51890.6,0.619165
743.6,969,50291.6,0.619165
4322.5,5396,52498,0.620199
240.5,279,56492.5,0.621233
224.9,349,42232.2,0.622266
2618.2,3348,51250.4,0.6233
122.2,292,27426.4,0.6233
4100.2,5036,53358,0.624334
642.2,861,48881.8,0.624334
240.5,373,42255.8,0.626401
4374.5,5365,53436.6,0.626401
3714.1,4642,52435.9,0.629502
2336.1,2876,53233.2,0.630536
178.1,241,48431.4,0.631569
4815.2,5840,54035.8,0.632603
267.8,447,39263,0.632603
2628.6,3348,51454,0.63467
209.3,349,39302.8,0.63467
167.7,332,33103.6,0.635704
689,889,50792.2,0.637771
175.5,293,39254.5,0.637771
2141.1,2826,49652.9,0.637771
582.4,749,50958.8,0.637771
497.9,641,50905.4,0.640872
2401.1,3149,49970.9,0.640872
179.4,345,34078.7,0.641906
2598.7,3410,49943.8,0.643973
547.3,792,45287.7,0.643973
651.3,837,50995.9,0.646041
145.6,268,35604.6,0.647074
2492.1,3221,50705.5,0.649142
4321.2,5305,53382.5,0.651209
139.1,233,39124.7,0.652243
4065.1,5152,51710.1,0.657411
2614.3,3245,52798.4,0.658445
356.2,575,40598.1,0.659478
3957.2,4921,52700.5,0.659478
2411.5,2988,52891.6,0.660512
2492.1,3121,52330.1,0.661546
2243.8,2929,50204.7,0.664647
590.2,829,46657.8,0.664647
573.3,861,43637.4,0.66568
2654.6,3414,50958.4,0.666714
4400.5,5535,52103.2,0.666714
282.1,352,52521.9,0.668781
266.5,496,35212.4,0.668781
702,891,51634.4,0.669815
622.7,883,46216.6,0.670849
106.6,292,23925.1,0.670849
222.3,320,45527,0.670849
211.9,336,41330.6,0.670849
287.3,472,39890.9,0.671882
559,788,46490.6,0.672916
343.2,564,39879.4,0.672916
3832.4,4785,52489.1,0.67395
4091.1,5089,52685.1,0.677051
263.9,353,48994.2,0.678084
132.6,289,30069.5,0.680152
101.4,248,26795.8,0.681185
518.7,692,49123.6,0.681185
629.2,948,43497.1,0.682219
562.9,799,46170.5,0.684286
414.7,534,50894.7,0.684286
4084.6,5097,52518.8,0.687387
635.7,908,45882.4,0.687387
128.7,301,28021.5,0.688421
2572.7,3175,53103.8,0.688421
267.8,461,38070.6,0.688421
152.1,312,31948.8,0.688421
106.6,237,29477.4,0.689455
2876.9,3457,54538.8,0.689455
3656.9,4592,52190.5,0.690488
135.2,274,32337.5,0.691522
4394,5504,52319.3,0.692556
620.1,767,52984.2,0.692556
2642.9,3349,51718.4,0.693589
621.4,800,50905.1,0.694623
2402.4,3153,49934.6,0.695657
2436.2,2976,53648.8,0.698758
154.7,253,40072.8,0.699791
161.2,312,33860.3,0.701859
124.8,312,26214.4,0.701859
4098.9,5124,52425,0.702892
2496,3144,52028.6,0.70496
2042.3,2733,48973.4,0.705993
4589,5884,51112.3,0.708061
278.2,466,39124.7,0.708061
92.3,217,27875.4,0.709094
215.8,356,39726.6,0.710128
2658.5,3409,51108.1,0.710128
4126.2,5019,53878.2,0.710128
2234.7,2872,50993.5,0.710128
300.3,521,37774.4,0.711162
774.8,1070,47455.4,0.711162
496.6,681,47790.3,0.711162
2809.3,3604,51085,0.711162
3926,4850,53050.4,0.712195
349.7,433,52928.3,0.712195
722.8,953,49705.6,0.712195
291.2,377,50620.9,0.713229
117,216,35498.7,0.713229
201.5,372,35498.7,0.715296
113.1,265,27970.3,0.71633
2653.3,3333,52171.2,0.719431
131.3,238,36154.9,0.720465
722.8,1005,47133.8,0.720465
4297.8,5409,52072.6,0.720465
2753.4,3469,52017,0.721498
3855.8,4753,53165.1,0.722532
2453.1,2993,53714.1,0.722532
682.5,916,48830,0.723566
152.1,316,31544.4,0.725633
106.6,240,29108.9,0.725633
721.5,448,105545,0.726667
791.7,968,53600.1,0.726667
2213.9,2754,52683.4,0.7277
308.1,564,35800.8,0.7277
189.8,304,40916.9,0.729768
379.6,454,54796.2,0.729768
179.4,353,33306.4,0.730801
208,293,46523.9,0.731835
2620.8,3323,51687.3,0.731835
2484.3,3189,51054,0.734936
100.1,265,24755.3,0.734936
734.5,1000,48136.2,0.737003
660.4,983,44028.5,0.737003
239.2,413,37956.9,0.738037
91,218,27356.8,0.739071
236.6,305,50838.7,0.741138
288.6,492,38442.5,0.741138
2493.4,3147,51924.8,0.742172
3828.5,4785,52435.6,0.744239
96.2,219,28788,0.745273
4412.2,5612,51524.9,0.745273
309.4,524,38696.3,0.746306
4269.2,5472,51130.5,0.748374
1844.7,2161,55943.7,0.749407
945.1,1177,52623.7,0.750441
270.4,356,49777.9,0.752508
647.4,941,45088.2,0.752508
4160,5176,52671.9,0.753542
258.7,404,41965.7,0.754575
595.4,794,49143.7,0.754575
730.6,985,48609.7,0.754575
4377.1,5461,52528.4,0.755609
2346.5,2881,53377.4,0.756643
2492.1,3177,51407.7,0.756643
370.5,577,42081.6,0.757677
184.6,297,40733.8,0.757677
280.8,497,37027.2,0.75871
2328.3,2989,51049.7,0.75871
616.2,806,50103.3,0.75871
3640,4625,51578.6,0.75871
699.4,1041,44030.6,0.75871
475.8,757,41191.6,0.760777
6654.7,8392,51968.8,0.761811
572,752,49849.2,0.763878
4235.4,5372,51670,0.763878
304.2,472,42237.4,0.764912
92.3,232,26073.2,0.764912
4070.3,5035,52979.4,0.764912
698.1,956,47856.4,0.766979
4397.9,5477,52623.8,0.768013
248.3,333,48866.6,0.768013
655.2,865,49640.7,0.769047
517.4,646,52489.7,0.772148
4186,5345,51325.3,0.773181
4269.2,5580,50140.9,0.775249
2462.2,3333,48413.7,0.775249
2862.6,3503,53555,0.776282
110.5,244,29679.2,0.776282
612.3,881,45547.9,0.776282
124.8,211,38762.5,0.777316
569.4,900,41462.4,0.77835
256.1,438,38319.1,0.77835
4075.5,5044,52952.4,0.77835
4253.6,5476,50906.5,0.780417
124.8,272,30069.5,0.782484
4122.3,5296,51011.9,0.782484
27186.9,31260,56996.8,0.786619
